T0001,115.469621544
T0002,114.88287393800002
T0003,116.47570582
T0004,116.59552512
T0005,121.461211192
T0006,130.834414704
T0007,131.69327026599998
T0008,133.04336265199998
T0009,136.348574266
T0010,139.60812617
T0011,140.33131583
T0012,140.165722622
T0013,138.93676072399998
T0014,137.01628274
T0015,154.068202632
T0016,155.338849252
T0017,157.746108004
T0018,164.918108514
T0019,160.092369768
T0020,154.925868074
T0021,145.51599946000002
T0022,142.86765805
T0023,141.579689092
T0024,139.18230827
T0025,147.12831842
T0026,146.27068088000001
T0027,142.922850328
T0028,155.001659352
T0029,143.80967174
T0030,153.45764418000002
T0031,152.3973718
T0032,154.887308396
T0033,161.422434942
T0034,160.73184758
T0035,164.36706583999998
T0036,172.1740879
T0037,167.6097436
T0038,178.83427969999997
T0039,191.725775096
T0040,195.97807817
T0041,193.67901812999997
T0042,184.803034926
T0043,180.989735838
T0044,178.653235088
T0045,180.689373564
T0046,188.24089534
T0047,174.974278572
T0048,157.597800646
T0049,147.15971605
T0050,151.843391808
T0051,147.719143328
T0052,144.6650817
T0053,146.447676936
T0054,160.088714098
T0055,162.691528748
T0056,156.726569572
T0057,155.89749595799998
T0058,157.108853486
T0059,159.338291078
T0060,154.26325757
T0061,156.65384102000002
T0062,172.961499458
T0063,180.096585308
T0064,176.25552048999998
T0065,179.33507094
T0066,170.06008277
T0067,155.085930054
T0068,143.57301841
T0069,132.179173308
T0070,124.948233678
T0071,126.83255746
T0072,130.616652794
T0073,121.70921333199999
T0074,131.24894813999998
T0075,127.01417654
T0076,136.52189486
T0077,141.423089066
T0078,149.128044058
T0079,157.43668306
T0080,167.10208552
T0081,158.30496824000002
T0082,147.522428434
T0083,155.255947442
T0084,149.891430866
T0085,148.549663104
T0086,155.463064734
T0087,161.97862128
T0088,169.92956066000002
T0089,178.69350172
T0090,167.93894094
T0091,160.31669212
T0092,152.516561578
T0093,153.03161967
T0094,153.326113266
T0095,159.081852392
T0096,169.210390878
T0097,174.170832424
T0098,170.405085784
T0099,182.685254312
T0100,183.365121254
